src/game/org/openstreetmap/gui/jmapviewer/*.java,*,"The package was written by Jan Peter Stotz as open source software. As such, there was no need to retest code that has already been tested."
src/game/org/openstreetmap/gui/jmapviewer/checkBoxTree/*.java,*,"The package was written by Jan Peter Stotz as open source software. As such, there was no need to retest code that has already been tested."
src/game/org/openstreetmap/gui/jmapviewer/events/*.java,*,"The package was written by Jan Peter Stotz as open source software. As such, there was no need to retest code that has already been tested."
src/game/org/openstreetmap/gui/jmapviewer/images/*.java,*,"The package was written by Jan Peter Stotz as open source software. As such, there was no need to retest code that has already been tested."
src/game/org/openstreetmap/gui/jmapviewer/interfaces/*.java,*,"The package was written by Jan Peter Stotz as open source software. As such, there was no need to retest code that has already been tested."
src/game/org/openstreetmap/gui/jmapviewer/tilesource/*.java,*,"The package was written by Jan Peter Stotz as open source software. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,GameMapController,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/paneScreens/SettingsScreen.java,onDraw,"You cannot instantiate a Graphics2D object as it is an abstract class, rather than overriding a new paint method, it made more sense to not test this, as it can be visually tested by what you see on the screen."
src/game/gamePanes/Pane.java,paint,"You cannot instantiate a Graphics object as it is an abstract class, rather than overriding a new paint method, it made more sense to not test this, as it can be visually tested by what you see on the screen."
src/game/gamePanes/Pane.java,startListening,"Method was simply adding different listeners, as all the methods being called were part of the Java API, it didn't make much sense to test"
src/game/gamePanes/Pane.java,stopListening,"Method was simply removing different listeners, as all the methods being called were part of the Java API, it didn't make much sense to test"
src/game/gamePanes/Pane.java,doDraw,"You cannot instantiate a Graphics2D object as it is an abstract class, rather than overriding a new paint method, it made more sense to not test this, as it can be visually tested by what you see on the screen."
src/game/gamePanes/Pane.java,showMessage,Method was simply instantiating a JOptionPane. With a simple message. One line of code in the method. Didn't make sense to test
src/game/gamePanes/Pane.java,componentResized,"Code was written by Zach Davis, as support code for a class at Brown. Permission was requested and granted to use the code so long as he is credited, and it is not used for monetary gain. As the code has perviously been tested, it did not make sense to test again"
src/game/gamePanes/Pane.java,queueKeyReleased,"Code was written by Zach Davis, as support code for a class at Brown. Permission was requested and granted to use the code so long as he is credited, and it is not used for monetary gain. As the code has perviously been tested, it did not make sense to test again"
src/game/gamePanes/Pane.java,dispatchKeyEvent,"Code was written by Zach Davis, as support code for a class at Brown. Permission was requested and granted to use the code so long as he is credited, and it is not used for monetary gain. As the code has perviously been tested, it did not make sense to test again"
src/game/gamePanes/Pane.java ,RealReleaseWaiter,"Code was written by Zach Davis, as support code for a class at Brown. Permission was requested and granted to use the code so long as he is credited, and it is not used for monetary gain. As the code has perviously been tested, it did not make sense to test again"
src/game/backend/Main.java,main,"It's the main method, with two lines of code, didn't make sense to test."
src/game/components/CameMapController.java,mouseDragged,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,mousePressed,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,mouseReleased,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,mouseWheelMoved,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,isMovementEnabled,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,setMovementEnabled,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,getMovementMouseButton,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,setMovementMouseButton,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,isWheelZoomEnabled,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,setWheelZoomEnabled,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,isDoubleClickZoomEnabled,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,setDoubleClickZoomEnabled,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,mouseEntered,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,mouseExited,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,mouseMoved,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/components/CameMapController.java,isPlatformOsx,"This method was written by Jan Peter Stotz as open source software and a part of JMapViewer. As such, there was no need to retest code that has already been tested."
src/game/swingFramework/FrontEndPane.java,saveCustomGameScen,"This method causes a JOPtionPane to appear which freezes the tests until the user clicks ok. As such, it did not seem right to test. Moreover, this method is proven to work every time a custom scenrio is started by the 'Start Sim' button."
src/game/swingFramework/FrontEndPane.java,saveCustomGameScenTest,"This method causes a JOPtionPane to appear which freezes the tests until the user clicks ok. As such, it did not seem right to test. Moreover, this method is proven to work by all the saved custom scenarios in the 'Scenarios' folder, and by saving a new custom scenario to that folder with the 'Save Scenario' button."
